invoice_id,deal_id,invoice_type,invoice_date,invoice_due_date,paid_date,invoice_status,dunning_status,invoice_amount,delay_in_days,delay_bool,invoice_month,due_day,customer_id,deal_term,deal_monthly_amount,deal_signed_date,deal_deposit_amount,schufa_score,postal_code,date_of_birth,loyalty_status,schufa_group,deposit,deal_term_group,deal_monthly_amount_group,invoice_amount_group,age,age_group,due_day_group
in_1NNloSHfRoBp5g8KKy4sfYgB,10792350234,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,885.49,-5.0,False,6,5,324548001.0,12,868.0,03/11/2022,0.0,,,1995-05-06,platinum,,False,7 - 12,500 - 999,500 - 999,28.0,20-29,3-7
in_1NNloSHfRoBp5g8KWbBtrIeS,10897130592,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,849.0,-5.0,False,6,5,330453951.0,12,849.0,11/11/2022,0.0,9310.0,53894.0,1969-08-08,silver,"9,250 - 9,499",False,7 - 12,500 - 999,500 - 999,53.0,50-59,3-7
in_1NNloSHfRoBp5g8Klv9TSJo8,11454552342,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,654.83,-5.0,False,6,5,221637001.0,6,649.0,23/12/2022,0.0,8870.0,82008.0,1987-09-28,gold,"8,500 - 8,999",False,0 - 6,500 - 999,500 - 999,35.0,30-39,3-7
in_1NNloSHfRoBp5g8KwlJcFLp2,11462178636,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,523.83,-5.0,False,6,5,356787701.0,12,518.0,24/12/2022,0.0,9965.0,69488.0,1958-10-09,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,64.0,60-69,3-7
in_1NNloTHfRoBp5g8K3XB04lMq,11564460819,monthly,2023-06-28,2023-07-05,2023-06-28,paid,,1148.0,-7.0,False,6,5,364477952.0,12,1148.0,04/01/2023,0.0,,,1978-04-26,platinum,,False,7 - 12,"1,000 - 1,499","1,000 - 1,499",45.0,40-49,3-7
in_1NNloUHfRoBp5g8KQSOuFPmq,11602077561,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,377.1,-5.0,False,6,5,132570151.0,12,377.1,09/01/2023,0.0,9899.0,67435.0,1969-02-10,platinum,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,54.0,50-59,3-7
in_1NNloWHfRoBp5g8K4rafKxp4,10113689673,monthly,2023-06-28,2023-07-05,2023-06-28,paid,,987.05,-7.0,False,6,5,212004301.0,12,987.05,08/09/2022,0.0,9786.0,64319.0,1980-12-02,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,42.0,40-49,3-7
in_1NNloYHfRoBp5g8KvsBFowta,11233624689,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,1134.86,-5.0,False,6,5,119070851.0,12,1123.2,13/12/2022,0.0,,,1978-05-21,platinum,,False,7 - 12,"1,000 - 1,499","1,000 - 1,499",45.0,40-49,3-7
in_1NNloZHfRoBp5g8KGES40E5E,11521789812,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,869.0,-5.0,False,6,5,319912701.0,12,869.0,30/12/2022,0.0,9902.0,45239.0,1962-03-07,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,61.0,60-69,3-7
in_1NNloZHfRoBp5g8KVjduHE3n,9254448936,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,519.0,-5.0,False,6,5,247028101.0,12,519.0,20/06/2022,0.0,9907.0,86424.0,1989-01-04,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,34.0,30-39,3-7
in_1NNloZHfRoBp5g8KbQ5tBkSZ,12531641265,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,815.1,-5.0,False,6,5,257867701.0,12,815.1,14/03/2023,0.0,9531.0,70794.0,1996-05-10,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,27.0,20-29,3-7
in_1NNloZHfRoBp5g8Kxke6o89k,12642704010,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,502.2,-5.0,False,6,5,88033551.0,15,502.2,23/03/2023,0.0,,,1974-01-05,gold,,False,13 - 18,500 - 999,500 - 999,49.0,40-49,3-7
in_1NNloaHfRoBp5g8KKLdsZHN2,11829037653,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,374.83,-5.0,False,6,5,356421001.0,12,369.0,24/01/2023,0.0,9261.0,95445.0,1991-06-04,gold,"9,250 - 9,499",False,7 - 12,0 - 499,0 - 499,32.0,30-39,3-7
in_1NNloaHfRoBp5g8Kd9h4I9O2,11623972518,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,599.0,-5.0,False,6,5,356840651.0,12,599.0,08/01/2023,0.0,9537.0,14109.0,1966-04-27,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,57.0,50-59,3-7
in_1NNloaHfRoBp5g8KdcQ7JonI,10554870060,monthly,2023-06-28,2023-07-05,2023-06-28,paid,,379.0,-7.0,False,6,5,277381551.0,12,379.0,13/10/2022,0.0,9900.0,21033.0,1993-07-13,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,29.0,20-29,3-7
in_1NNlocHfRoBp5g8KUK4CdqyZ,12202087257,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,588.0,-5.0,False,6,5,394833451.0,12,588.0,17/02/2023,0.0,,,1976-02-08,gold,,False,7 - 12,500 - 999,500 - 999,47.0,40-49,3-7
in_1NNloeHfRoBp5g8KAh1v0n7V,12001190778,monthly,2023-06-28,2023-07-05,2023-06-28,paid,,619.2,-7.0,False,6,5,53936001.0,12,619.2,03/02/2023,0.0,9986.0,83093.0,1958-01-01,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,65.0,60-69,3-7
in_1NNloeHfRoBp5g8KIjv9r59y,11545210629,monthly,2023-06-28,2023-07-05,2023-06-28,paid,,869.0,-7.0,False,6,5,362837955.0,12,869.0,01/01/2023,0.0,9925.0,82166.0,1973-07-03,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,49.0,40-49,3-7
in_1NNlofHfRoBp5g8KAfwPUarn,11552609934,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,559.0,-5.0,False,6,5,115985751.0,12,559.0,02/01/2023,0.0,9962.0,86807.0,1980-11-25,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,42.0,40-49,3-7
in_1NNlofHfRoBp5g8KDH8skkFg,9175763016,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,199.0,-5.0,False,6,5,223177501.0,12,369.0,13/06/2022,0.0,9842.0,71334.0,1972-08-24,silver,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,50.0,50-59,3-7
in_1NNlogHfRoBp5g8KFXOplirb,12193251093,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,448.2,-5.0,False,6,5,111007851.0,6,448.2,16/02/2023,0.0,9930.0,86911.0,1971-01-10,gold,"9,750 - 10000",False,0 - 6,0 - 499,0 - 499,52.0,50-59,3-7
in_1NNlogHfRoBp5g8KHir2TFDG,10496749968,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,699.0,-5.0,False,6,5,305991001.0,12,699.0,10/10/2022,0.0,,,1988-05-25,gold,,False,7 - 12,500 - 999,500 - 999,35.0,30-39,3-7
in_1NNlogHfRoBp5g8Kq4s59Kq3,10029775500,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,938.6,-5.0,False,6,5,201537901.0,12,938.6,05/09/2022,0.0,,,1993-03-26,gold,,False,7 - 12,500 - 999,500 - 999,30.0,30-39,3-7
in_1NNlojHfRoBp5g8KvpvIEkxO,12409015122,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,949.0,-5.0,False,6,5,406007253.0,12,949.0,05/03/2023,0.0,9763.0,2826.0,1969-03-09,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,54.0,50-59,3-7
in_1NNlooHfRoBp5g8KIJqUb0s4,12162993777,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,463.6,-5.0,False,6,5,89937101.0,12,463.6,15/02/2023,0.0,9717.0,70806.0,1992-05-27,gold,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,31.0,30-39,3-7
in_1NNlq1DOkQuZ6Q4Mf1NgcrFJ,8734175595,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,367.05,-5.0,False,6,5,68291251.0,13,369.55,27/04/2022,0.0,8470.0,13585.0,1982-06-26,gold,"8,000 - 8,499",False,13 - 18,0 - 499,0 - 499,41.0,40-49,3-7
in_1NNlq2DOkQuZ6Q4MbvGPSAgI,11552345010,monthly,2023-06-28,2023-07-05,2023-06-28,paid,,349.0,-7.0,False,6,5,363536251.0,18,349.0,02/01/2023,0.0,9737.0,84453.0,1992-02-26,gold,"9,500 - 9,749",False,13 - 18,0 - 499,0 - 499,31.0,30-39,3-7
in_1NNlq3DOkQuZ6Q4MUPELicxl,12081562965,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,399.0,-5.0,False,6,5,391893851.0,12,399.0,10/02/2023,0.0,,,1985-04-16,gold,,False,7 - 12,0 - 499,0 - 499,38.0,30-39,3-7
in_1NNlq3DOkQuZ6Q4Mpt2baq6F,12597442920,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,379.0,-5.0,False,6,5,412930901.0,13,379.0,18/03/2023,0.0,9817.0,89555.0,1978-03-19,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,45.0,40-49,3-7
in_1NNlq3DOkQuZ6Q4Mt4mkca5q,11591943984,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,399.0,-5.0,False,6,5,367161701.0,13,399.0,05/01/2023,0.0,9982.0,38272.0,1968-04-06,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,55.0,50-59,3-7
in_1NNlq3DOkQuZ6Q4MxR31vng8,10808671374,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,399.0,-5.0,False,6,5,319118601.0,13,399.0,06/11/2022,0.0,,,1984-09-09,gold,,False,13 - 18,0 - 499,0 - 499,38.0,30-39,3-7
in_1NNlq5DOkQuZ6Q4M2VcwWueN,10857081753,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,508.0,-5.0,False,6,5,328303151.0,13,508.0,08/11/2022,0.0,9918.0,22307.0,1993-08-28,gold,"9,750 - 10000",False,13 - 18,500 - 999,500 - 999,29.0,20-29,3-7
in_1NNlq5DOkQuZ6Q4M3oCoJTcQ,13041645579,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,459.0,-5.0,False,6,5,428507301.0,18,459.0,19/04/2023,0.0,9957.0,59505.0,1977-06-23,platinum,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,46.0,40-49,3-7
in_1NNlq6DOkQuZ6Q4MbOHgbLY8,11646079335,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,818.0,-5.0,False,6,5,140581401.0,6,818.0,10/01/2023,0.0,9823.0,65183.0,1968-11-01,platinum,"9,750 - 10000",False,0 - 6,500 - 999,500 - 999,54.0,50-59,3-7
in_1NNlq9DOkQuZ6Q4MfvYAKaDY,11440444275,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,399.0,-5.0,False,6,5,336924851.0,13,399.0,22/12/2022,0.0,9983.0,85293.0,1967-11-27,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,55.0,50-59,3-7
in_1NNlqBDOkQuZ6Q4MyCVdZuLB,8933987412,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,379.05,-5.0,False,6,5,61087451.0,13,379.05,17/05/2022,0.0,9227.0,81379.0,1989-04-19,gold,"9,000 - 9,249",False,13 - 18,0 - 499,0 - 499,34.0,30-39,3-7
in_1NNlqCDOkQuZ6Q4M4Is3wYay,10240306803,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,404.83,-5.0,False,6,5,294620601.0,13,399.0,19/09/2022,0.0,9904.0,73614.0,1986-04-29,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,37.0,30-39,3-7
in_1NNlqGDOkQuZ6Q4MgQrjrMCl,13096950840,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,508.0,-5.0,False,6,5,430958551.0,6,508.0,22/04/2023,0.0,9689.0,42719.0,1996-09-04,gold,"9,500 - 9,749",False,0 - 6,500 - 999,500 - 999,26.0,20-29,3-7
in_1NNlqIDOkQuZ6Q4Mkr17Taxr,12598941060,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,379.0,-5.0,False,6,5,412961201.0,13,379.0,18/03/2023,0.0,9531.0,76149.0,1980-11-23,gold,"9,500 - 9,749",False,13 - 18,0 - 499,0 - 499,42.0,40-49,3-7
in_1NNrS7DOkQuZ6Q4M11xCFlvc,13742219394,monthly,2023-06-28,2023-07-05,2023-06-30,paid,,279.2,-5.0,False,6,5,228891151.0,12,279.2,16/06/2023,0.0,9768.0,40468.0,1983-05-31,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,40.0,40-49,3-7
in_1NNu8FHfRoBp5g8KoMdyLrz5,10238959197,final,2023-06-28,2023-07-28,2023-07-04,paid,,599.0,-24.0,False,6,28,294957251.0,6,709.0,20/09/2022,0.0,9502.0,76131.0,1991-12-19,gold,"9,500 - 9,749",False,0 - 6,500 - 999,500 - 999,31.0,30-39,28-31
in_1NNu8ZHfRoBp5g8KgrE61gHE,10004070834,final,2023-06-28,2023-07-28,2023-07-24,paid,,414.0,-4.0,False,6,28,286533251.0,6,659.0,01/09/2022,0.0,,,1992-07-09,silver,,False,0 - 6,500 - 999,0 - 499,30.0,30-39,28-31
in_1NNuJUDOkQuZ6Q4MqK7dRszd,5938676838,final,2023-06-28,2023-07-28,2023-06-29,paid,,320.0,-29.0,False,6,28,104976651.0,18,438.0,20/08/2021,0.0,9873.0,,1967-09-23,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,55.0,50-59,28-31
in_1NNuNXHfRoBp5g8K51ehPxqp,9003557196,final,2023-06-28,2023-07-28,2023-08-15,paid,successfull,425.0,18.0,True,6,28,58533501.0,12,531.05,25/05/2022,0.0,9922.0,75015.0,1972-03-09,gold,"9,750 - 10000",False,7 - 12,500 - 999,0 - 499,51.0,50-59,28-31
in_1NNumaDOkQuZ6Q4MhZvXghiG,7672208787,final,2023-06-28,2023-07-28,2023-07-07,paid,,1490.14,-21.0,False,6,28,168156501.0,13,489.0,24/01/2022,0.0,8888.0,68723.0,1990-05-11,platinum,"8,500 - 8,999",False,13 - 18,0 - 499,"1,000 - 1,499",33.0,30-39,28-31
in_1NO0mODOkQuZ6Q4M7nASdWYq,7837336935,monthly,2023-06-28,2023-07-05,2023-07-03,paid,,419.0,-2.0,False,6,5,173981751.0,18,419.0,06/02/2022,0.0,9984.0,14478.0,1962-05-24,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,61.0,60-69,3-7
in_1NO6SGDOkQuZ6Q4MxRRKaIuj,12423348630,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,579.0,-3.0,False,6,6,406750851.0,13,579.0,06/03/2023,0.0,9860.0,99423.0,1973-10-22,platinum,"9,750 - 10000",False,13 - 18,500 - 999,500 - 999,49.0,40-49,3-7
in_1NO7LVHfRoBp5g8K8K7tTx6a,11394279018,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,729.0,-3.0,False,6,6,353253852.0,12,729.0,19/12/2022,0.0,9954.0,63755.0,1983-03-29,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,40.0,40-49,3-7
in_1NO7LVHfRoBp5g8KQastoRW1,10673607816,monthly,2023-06-29,2023-07-06,2023-08-08,paid,successfull,849.0,33.0,True,6,6,314710401.0,12,849.0,24/10/2022,0.0,9949.0,52223.0,1968-12-08,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,54.0,50-59,3-7
in_1NO7LVHfRoBp5g8KSVIij8LD,11649352788,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,858.0,-3.0,False,6,6,371903451.0,6,858.0,11/01/2023,0.0,,,1975-02-26,gold,,False,0 - 6,500 - 999,500 - 999,48.0,40-49,3-7
in_1NO7LWHfRoBp5g8KfGfkgC9l,11580313266,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,779.0,-3.0,False,6,6,364960006.0,12,779.0,04/01/2023,0.0,9803.0,78647.0,1972-02-17,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,51.0,50-59,3-7
in_1NO7LXHfRoBp5g8KB3oPSw4F,11498056110,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,649.0,-3.0,False,6,6,358296901.0,12,649.0,28/12/2022,0.0,9849.0,71139.0,1977-05-18,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,46.0,40-49,3-7
in_1NO7LZHfRoBp5g8KeqKUFvZI,11942685540,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,699.0,-3.0,False,6,6,281519001.0,12,699.0,01/02/2023,0.0,,,1979-07-30,gold,,False,7 - 12,500 - 999,500 - 999,43.0,40-49,3-7
in_1NO8KYDOkQuZ6Q4MMmLxcdbY,9541303659,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,555.49,-3.0,False,6,6,246173001.0,13,538.0,20/07/2022,0.0,9471.0,10435.0,1992-04-08,gold,"9,250 - 9,499",False,13 - 18,500 - 999,500 - 999,31.0,30-39,3-7
in_1NO8KcDOkQuZ6Q4MEXsrD67R,10182507822,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,404.83,-3.0,False,6,6,284424151.0,13,399.0,14/09/2022,0.0,9963.0,52379.0,1975-01-20,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,48.0,40-49,3-7
in_1NO8KdDOkQuZ6Q4MN3XZo8HP,10951599105,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,399.0,-3.0,False,6,6,331834451.0,13,399.0,17/11/2022,0.0,9350.0,6128.0,2000-04-26,gold,"9,250 - 9,499",False,13 - 18,0 - 499,0 - 499,23.0,20-29,3-7
in_1NO8KdDOkQuZ6Q4Mccfsknwb,10030446360,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,426.55,-3.0,False,6,6,140543901.0,13,426.55,02/09/2022,0.0,9925.0,6449.0,1987-08-21,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,35.0,30-39,3-7
in_1NO8KwDOkQuZ6Q4MoeZqW9uj,10261340505,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,443.77,-3.0,False,6,6,111571501.0,13,440.1,21/09/2022,0.0,,,1963-11-21,platinum,,False,13 - 18,0 - 499,0 - 499,59.0,50-59,3-7
in_1NO8KwDOkQuZ6Q4MpqgloxAH,8866656387,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,199.0,-3.0,False,6,6,48937301.0,7,359.1,10/05/2022,0.0,9898.0,20149.0,1968-07-11,platinum,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,54.0,50-59,3-7
in_1NO8P2HfRoBp5g8KEe9x1VGv,10766197368,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,1299.0,-3.0,False,6,6,317613901.0,12,1299.0,01/11/2022,0.0,,,1980-06-25,platinum,,False,7 - 12,"1,000 - 1,499","1,000 - 1,499",43.0,40-49,3-7
in_1NO8P3HfRoBp5g8K0z51VrEQ,9359059797,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,467.1,-3.0,False,6,6,12014901.0,12,467.1,01/07/2022,0.0,9976.0,93053.0,1981-12-25,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,41.0,40-49,3-7
in_1NO8P3HfRoBp5g8K9PPYoirk,9592494084,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,349.0,-3.0,False,6,6,253997751.0,12,349.0,25/07/2022,0.0,9616.0,22337.0,1998-10-11,gold,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,24.0,20-29,3-7
in_1NO8P3HfRoBp5g8KXfaD1lMP,9130883868,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,199.0,-3.0,False,6,6,230409451.0,12,568.0,08/06/2022,0.0,9736.0,69181.0,1959-11-11,gold,"9,500 - 9,749",False,7 - 12,500 - 999,0 - 499,63.0,60-69,3-7
in_1NO8P3HfRoBp5g8KrBgh6UtP,12082971186,monthly,2023-06-29,2023-07-06,2023-06-29,paid,,1099.0,-7.0,False,6,6,388124801.0,12,1099.0,10/02/2023,0.0,,84347.0,1965-06-17,platinum,,False,7 - 12,"1,000 - 1,499","1,000 - 1,499",58.0,50-59,3-7
in_1NO8P4HfRoBp5g8KbB2ycKlx,11887424055,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,413.38,-3.0,False,6,6,186348701.0,6,407.55,27/01/2023,0.0,9789.0,12279.0,1981-12-10,gold,"9,750 - 10000",False,0 - 6,0 - 499,0 - 499,41.0,40-49,3-7
in_1NO8P4HfRoBp5g8KqJgESJ8w,12645106479,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,404.1,-3.0,False,6,6,4604201.0,12,404.1,21/03/2023,0.0,9952.0,80935.0,1983-03-19,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,40.0,40-49,3-7
in_1NO8P5HfRoBp5g8K6UXu8kQQ,9833038245,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,389.0,-3.0,False,6,6,273031351.0,12,389.0,16/08/2022,0.0,9883.0,12167.0,1981-03-08,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,42.0,40-49,3-7
in_1NO8P7HfRoBp5g8KggjekIaO,9563515056,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,589.0,-3.0,False,6,6,261471951.0,12,589.0,25/07/2022,0.0,9637.0,39240.0,1973-10-11,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,49.0,40-49,3-7
in_1NO8P7HfRoBp5g8KwktJFR1C,8899445862,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,5.83,-3.0,False,6,6,207505454.0,12,369.0,13/05/2022,0.0,9229.0,24143.0,2001-02-27,gold,"9,000 - 9,249",False,7 - 12,0 - 499,0 - 499,22.0,20-29,3-7
in_1NO8P9HfRoBp5g8KNSOorrgs,8980560684,monthly,2023-06-29,2023-07-06,2023-07-03,paid,,1204.6,-3.0,False,6,6,53902701.0,12,1204.6,23/05/2022,0.0,9523.0,50374.0,1992-05-17,platinum,"9,500 - 9,749",False,7 - 12,"1,000 - 1,499","1,000 - 1,499",31.0,30-39,3-7
in_1NO8PDHfRoBp5g8KWT9AHRBN,9152797536,monthly,2023-06-29,2023-07-06,2023-06-29,paid,,519.0,-7.0,False,6,6,242119751.0,12,519.0,10/06/2022,0.0,9982.0,81245.0,1966-08-25,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,56.0,50-59,3-7
in_1NOGfOHfRoBp5g8KhlaXAsXk,8734788162,final,2023-06-29,2023-07-29,2023-09-15,paid,successfull,2026.79,48.0,True,6,29,209934351.0,12,379.0,27/04/2022,0.0,9745.0,14195.0,1976-06-26,gold,"9,500 - 9,749",False,7 - 12,0 - 499,">1,999",47.0,40-49,28-31
in_1NOGhsHfRoBp5g8KpxH0VvBN,9124661664,final,2023-06-29,2023-07-29,2023-07-06,paid,,2415.15,-23.0,False,6,29,239436651.0,12,418.0,07/06/2022,0.0,7750.0,22523.0,1982-05-31,gold,"7,000 - 7,999",False,7 - 12,0 - 499,">1,999",41.0,40-49,28-31
in_1NOSv6HfRoBp5g8K8j7oyTcN,12243708459,monthly,2023-06-30,2023-07-07,2023-06-30,paid,,978.0,-7.0,False,6,7,391781601.0,12,978.0,20/02/2023,0.0,9899.0,42659.0,1978-02-10,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,45.0,40-49,8-12
in_1NOSv8HfRoBp5g8KQkmrGbiD,12630236031,monthly,2023-06-30,2023-07-07,2023-07-04,paid,,1078.0,-3.0,False,6,7,413467201.0,1,1078.0,20/03/2023,0.0,9721.0,81479.0,1979-02-16,gold,"9,500 - 9,749",False,0 - 6,"1,000 - 1,499","1,000 - 1,499",44.0,40-49,8-12
in_1NOSvAHfRoBp5g8Kpdqf6Nz3,12124454013,monthly,2023-06-30,2023-07-07,2023-06-30,paid,,634.93,-7.0,False,6,7,214214851.0,12,629.1,12/02/2023,0.0,9978.0,21033.0,1977-09-18,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,45.0,40-49,8-12
in_1NOSvBHfRoBp5g8KutFE4tXT,11870813241,monthly,2023-06-30,2023-07-07,2023-06-30,paid,,778.05,-7.0,False,6,7,187390054.0,12,778.05,26/01/2023,0.0,9907.0,61440.0,1984-05-12,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,39.0,30-39,8-12
in_1NOSwkDOkQuZ6Q4M9KdrZaZ3,12528360486,monthly,2023-06-30,2023-07-07,2023-07-04,paid,,379.0,-3.0,False,6,7,410763201.0,13,379.0,16/03/2023,0.0,9886.0,63303.0,1987-05-14,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,36.0,30-39,8-12
in_1NOSwkDOkQuZ6Q4MjcBWk8xh,12474800640,monthly,2023-06-30,2023-07-07,2023-07-04,paid,,539.0,-3.0,False,6,7,408865751.0,6,539.0,15/03/2023,0.0,,,1987-11-08,gold,,False,0 - 6,500 - 999,500 - 999,35.0,30-39,8-12
in_1NOUn6DOkQuZ6Q4MnvDEz4Tt,10356745068,monthly,2023-06-30,2023-07-07,2023-07-04,paid,,399.0,-3.0,False,6,7,300500551.0,13,399.0,30/09/2022,0.0,9994.0,21762.0,1964-02-12,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,59.0,50-59,8-12
in_1NOUnCDOkQuZ6Q4MlWCffBew,10525403817,monthly,2023-06-30,2023-07-07,2023-07-04,paid,,838.0,-3.0,False,6,7,292922051.0,12,838.0,11/10/2022,0.0,,,1981-08-02,platinum,,False,7 - 12,500 - 999,500 - 999,41.0,40-49,8-12
in_1NOUnJDOkQuZ6Q4MroHk8Ro5,10065090663,monthly,2023-06-30,2023-07-07,2023-07-04,paid,,474.05,-3.0,False,6,7,128203651.0,12,474.05,05/09/2022,0.0,9513.0,,1980-11-10,gold,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,42.0,40-49,8-12
in_1NOUnTDOkQuZ6Q4M5dEgGJzF,12001481577,monthly,2023-06-30,2023-07-07,2023-07-04,paid,,360.05,-3.0,False,6,7,197853851.0,13,360.05,08/02/2023,0.0,,,1988-07-10,gold,,False,13 - 18,0 - 499,0 - 499,34.0,30-39,8-12
in_1NOUnYDOkQuZ6Q4MuEYiZeuK,12364623126,monthly,2023-06-30,2023-07-07,2023-07-04,paid,,379.0,-3.0,False,6,7,404063702.0,13,379.0,02/03/2023,0.0,9152.0,24992.0,1991-10-21,gold,"9,000 - 9,249",False,13 - 18,0 - 499,0 - 499,31.0,30-39,8-12
in_1NOUntDOkQuZ6Q4M07ZJjX29,9469826145,monthly,2023-06-30,2023-07-07,2023-07-04,paid,,426.55,-3.0,False,6,7,42470251.0,12,426.55,12/07/2022,0.0,9989.0,63477.0,1970-12-19,platinum,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,52.0,50-59,8-12
in_1NOUo6DOkQuZ6Q4MtlhHcwOd,11310758802,monthly,2023-06-30,2023-07-07,2023-06-30,paid,,549.1,-7.0,False,6,7,256474151.0,13,625.1,13/12/2022,0.0,8787.0,60314.0,1988-02-04,platinum,"8,500 - 8,999",False,13 - 18,500 - 999,500 - 999,35.0,30-39,8-12
