invoice_id,deal_id,invoice_type,invoice_date,invoice_due_date,paid_date,invoice_status,dunning_status,invoice_amount,delay_in_days,delay_bool,invoice_month,due_day,customer_id,deal_term,deal_monthly_amount,deal_signed_date,deal_deposit_amount,schufa_score,postal_code,date_of_birth,loyalty_status,schufa_group,deposit,deal_term_group,deal_monthly_amount_group,invoice_amount_group,age,age_group,due_day_group
in_1MLbSLHfRoBp5g8KHO2EyYut,9670029066,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,519.0,-12.0,False,1,16,267398451.0,12,519.0,02/08/2022,0.0,,67366.0,1959-12-05,gold,,False,7 - 12,500 - 999,500 - 999,63.0,60-69,13-17
in_1MLbSLHfRoBp5g8KIsWQs0EQ,10963218465,monthly,2023-01-02,2023-01-16,2023-01-02,paid,,614.05,-14.0,False,1,16,157040751.0,12,664.05,16/11/2022,0.0,9197.0,57629.0,1991-09-17,silver,"9,000 - 9,249",False,7 - 12,500 - 999,500 - 999,31.0,30-39,13-17
in_1MLbSLHfRoBp5g8KXdt7h6Bp,9857928789,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,779.0,-12.0,False,1,16,97021851.0,12,779.0,18/08/2022,0.0,9705.0,89340.0,1963-10-21,gold,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,59.0,50-59,13-17
in_1MLbSLHfRoBp5g8KxQndbzb3,11014628715,monthly,2023-01-02,2023-01-16,2023-01-02,paid,,1118.0,-14.0,False,1,16,336735752.0,12,1218.0,20/11/2022,0.0,9592.0,88427.0,1983-01-10,gold,"9,500 - 9,749",False,7 - 12,"1,000 - 1,499","1,000 - 1,499",39.0,30-39,13-17
in_1MLbSMHfRoBp5g8KSwELnzkS,10603805571,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,568.0,-12.0,False,1,16,108955601.0,12,568.0,18/10/2022,0.0,,,1975-08-21,silver,,False,7 - 12,500 - 999,500 - 999,47.0,40-49,13-17
in_1MLbSMHfRoBp5g8KdqvJkhjk,10066524777,monthly,2023-01-02,2023-01-16,2023-01-19,paid,successfull,368.1,3.0,True,1,16,8594551.0,12,368.1,05/09/2022,0.0,9771.0,64832.0,1970-01-02,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,53.0,50-59,13-17
in_1MLbSMHfRoBp5g8KtxsLkbRS,11049515901,monthly,2023-01-02,2023-01-16,2023-01-02,paid,,569.0,-14.0,False,1,16,338922951.0,6,569.0,22/11/2022,0.0,9903.0,15711.0,1984-05-07,gold,"9,750 - 10000",False,0 - 6,500 - 999,500 - 999,38.0,30-39,13-17
in_1MLbSRHfRoBp5g8KgSvz6UbY,9906784614,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,539.0,-12.0,False,1,16,280251551.0,12,539.0,23/08/2022,0.0,8869.0,12627.0,1992-03-01,gold,"8,500 - 8,999",False,7 - 12,500 - 999,500 - 999,30.0,30-39,13-17
in_1MLbSTHfRoBp5g8KAlYa9Ryp,9543948318,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,499.0,-12.0,False,1,16,262320201.0,12,499.0,20/07/2022,0.0,9954.0,27639.0,1991-02-01,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,31.0,30-39,13-17
in_1MLbY8DOkQuZ6Q4M2b3a3aWO,10537144695,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,629.0,-12.0,False,1,16,40164851.0,12,629.0,12/10/2022,0.0,9836.0,53119.0,1975-09-26,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,47.0,40-49,13-17
in_1MLbY8DOkQuZ6Q4MvfV1K1P7,10631309157,monthly,2023-01-02,2023-01-16,2023-01-02,paid,,499.0,-14.0,False,1,16,315001301.0,6,499.0,21/10/2022,0.0,,,1971-03-30,gold,,False,0 - 6,0 - 499,0 - 499,51.0,50-59,13-17
in_1MLbY8DOkQuZ6Q4MyR0vtEY7,9891040365,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,399.0,-12.0,False,1,16,281293301.0,13,399.0,22/08/2022,0.0,,,1993-06-12,gold,,False,13 - 18,0 - 499,0 - 499,29.0,20-29,13-17
in_1MLbY9DOkQuZ6Q4MA5vvNQBD,10614218049,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,379.0,-12.0,False,1,16,211957801.0,12,379.0,19/10/2022,0.0,8078.0,37242.0,1991-11-24,silver,"8,000 - 8,499",False,7 - 12,0 - 499,0 - 499,31.0,30-39,13-17
in_1MLbY9DOkQuZ6Q4McIvRvWNM,10884463146,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,579.0,-12.0,False,1,16,329784651.0,12,579.0,11/11/2022,0.0,,,1978-12-18,platinum,,False,7 - 12,500 - 999,500 - 999,44.0,40-49,13-17
in_1MLbY9DOkQuZ6Q4Mw0UfDzHh,10962557550,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,838.0,-12.0,False,1,16,334105201.0,6,838.0,17/11/2022,0.0,,,1966-06-23,gold,,False,0 - 6,500 - 999,500 - 999,56.0,50-59,13-17
in_1MLbY9DOkQuZ6Q4MwVYoQpKX,10880725779,monthly,2023-01-02,2023-01-16,2023-01-04,paid,,788.0,-12.0,False,1,16,328293801.0,12,788.0,10/11/2022,0.0,,86830.0,1957-08-26,silver,,False,7 - 12,500 - 999,500 - 999,65.0,60-69,13-17
in_1MLbY9DOkQuZ6Q4MzwM21mWi,10872771246,monthly,2023-01-02,2023-01-16,2023-01-02,paid,,699.0,-14.0,False,1,16,329179601.0,12,699.0,10/11/2022,0.0,,17291.0,1977-03-24,silver,,False,7 - 12,500 - 999,500 - 999,45.0,40-49,13-17
in_1MLbYBDOkQuZ6Q4MDOHvGZjm,9563906214,monthly,2023-01-02,2023-01-16,2023-01-02,paid,,639.0,-14.0,False,1,16,263071401.0,6,639.0,22/07/2022,0.0,9621.0,78224.0,1969-09-15,silver,"9,500 - 9,749",False,0 - 6,500 - 999,500 - 999,53.0,50-59,13-17
in_1MLjJbDOkQuZ6Q4MSv3vFUyC,6171733665,final,2023-01-02,2023-02-01,2023-02-08,paid,successfull,500.0,7.0,True,1,1,69072251.0,12,464.55,21/09/2021,0.0,9938.0,51061.0,1966-04-12,,"9,750 - 10000",False,7 - 12,0 - 499,500 - 999,56.0,50-59,1-2
in_1MLk80DOkQuZ6Q4MYaTsJxM1,5154102405,final,2023-01-02,2023-02-01,2023-01-03,paid,,698.0,-29.0,False,1,1,65689851.0,16,299.0,01/05/2021,0.0,9979.0,40822.0,1976-01-26,,"9,750 - 10000",False,13 - 18,0 - 499,500 - 999,46.0,40-49,1-2
in_1MLl1JDOkQuZ6Q4MLqeiApdQ,6248683908,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,199.0,-11.0,False,1,16,50624202.0,12,498.0,15/10/2021,0.0,9754.0,1277.0,1991-04-06,silver,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,31.0,30-39,13-17
in_1MLmtUHfRoBp5g8KAgiylCvD,7852215690,monthly,2023-01-02,2023-01-16,2023-01-02,paid,,799.2,-14.0,False,1,16,26216751.0,12,799.2,08/02/2022,0.0,9951.0,49808.0,1976-08-03,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,46.0,40-49,13-17
in_1MLnDtDOkQuZ6Q4MtAjOZUGr,8530556949,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,568.0,-11.0,False,1,16,199567501.0,12,568.0,06/04/2022,0.0,9639.0,47057.0,1991-11-22,silver,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,31.0,30-39,13-17
in_1MLnDxDOkQuZ6Q4MdtF8sjYt,8242110036,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,408.0,-11.0,False,1,16,189483251.0,12,408.0,16/03/2022,0.0,9794.0,28329.0,1964-05-28,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,58.0,50-59,13-17
in_1MLnRJDOkQuZ6Q4MfXnM90TD,6273275436,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,5.83,-11.0,False,1,16,119949101.0,12,748.0,02/10/2021,0.0,9511.0,50825.0,1982-06-19,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,0 - 499,40.0,40-49,13-17
in_1MLpb5HfRoBp5g8KR3dWCy5f,10881606033,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,739.0,-11.0,False,1,16,324590701.0,12,739.0,10/11/2022,0.0,9780.0,97246.0,1982-07-22,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,40.0,40-49,13-17
in_1MLpdvHfRoBp5g8KGA9IiW0d,10831010211,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,524.25,-11.0,False,1,16,326759952.0,12,699.0,06/11/2022,0.0,9842.0,42653.0,1957-01-01,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,66.0,60-69,13-17
in_1MLpeJDOkQuZ6Q4Mfc4i4P4V,10838316348,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,908.0,-11.0,False,1,16,325393951.0,6,908.0,07/11/2022,0.0,,,1968-09-17,platinum,,False,0 - 6,500 - 999,500 - 999,54.0,50-59,13-17
in_1MLpgsHfRoBp5g8KTDHZVA8R,8688366477,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,558.0,-11.0,False,1,16,218377451.0,12,558.0,25/04/2022,0.0,9248.0,,1986-07-12,gold,"9,000 - 9,249",False,7 - 12,500 - 999,500 - 999,36.0,30-39,13-17
in_1MLpmJHfRoBp5g8KZy5nerk1,11141439048,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,538.0,-11.0,False,1,16,342458751.0,12,538.0,29/11/2022,0.0,9251.0,81667.0,1994-03-31,gold,"9,250 - 9,499",False,7 - 12,500 - 999,500 - 999,28.0,20-29,13-17
in_1MLpvIHfRoBp5g8KaxcYrZjJ,7069166208,monthly,2023-01-02,2023-01-16,2023-04-06,paid,successfull,1528.0,80.0,True,1,16,43263901.0,12,1528.0,02/12/2021,0.0,9458.0,61250.0,1962-01-04,gold,"9,250 - 9,499",False,7 - 12,"1,500 - 1,999","1,500 - 1,999",60.0,60-69,13-17
in_1MLqE3DOkQuZ6Q4Mac70nLTW,7489174068,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,508.0,-11.0,False,1,16,124644152.0,13,508.0,12/01/2022,0.0,,,1974-05-24,platinum,,False,13 - 18,500 - 999,500 - 999,48.0,40-49,13-17
in_1MLrYcDOkQuZ6Q4My4IYMkYU,6959255976,monthly,2023-01-02,2023-01-16,2023-01-02,paid,,199.0,-14.0,False,1,16,150450701.0,13,469.0,19/11/2021,0.0,9811.0,,1990-03-22,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,32.0,30-39,13-17
in_1MLsssDOkQuZ6Q4MunKjJyen,7357395285,monthly,2023-01-02,2023-01-16,2023-01-05,paid,,503.1,-11.0,False,1,16,16231851.0,13,559.0,28/12/2021,0.0,7721.0,28211.0,1996-09-08,silver,"7,000 - 7,999",False,13 - 18,500 - 999,500 - 999,26.0,20-29,13-17
in_1MLwzGHfRoBp5g8KLQrmtkWZ,9045912834,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,5.83,-12.0,False,1,17,234732352.0,7,469.0,30/05/2022,0.0,9795.0,90766.0,1991-06-29,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,31.0,30-39,18-22
in_1MLy07DOkQuZ6Q4M0duATRlX,8916053796,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,284.05,-12.0,False,1,17,67565301.0,13,284.05,15/05/2022,0.0,9965.0,67133.0,1961-12-08,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,61.0,60-69,18-22
in_1MLy07DOkQuZ6Q4Mfi16ETiA,9009083403,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,339.0,-12.0,False,1,17,234310551.0,13,339.0,25/05/2022,0.0,9601.0,24534.0,1997-12-01,silver,"9,500 - 9,749",False,13 - 18,0 - 499,0 - 499,25.0,20-29,18-22
in_1MLy08DOkQuZ6Q4M5Jawv8cj,11086692219,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,655.32,-12.0,False,1,17,229672101.0,6,653.6,28/11/2022,0.0,,,1985-05-13,platinum,,False,0 - 6,500 - 999,500 - 999,37.0,30-39,18-22
in_1MLy0ADOkQuZ6Q4MCAyQylv2,10625929731,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,474.83,-12.0,False,1,17,77673801.0,12,469.0,20/10/2022,0.0,,,1975-03-23,platinum,,False,7 - 12,0 - 499,0 - 499,47.0,40-49,18-22
in_1MLy0BDOkQuZ6Q4MZu3Lq586,10614425994,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,449.0,-12.0,False,1,17,308247402.0,13,449.0,19/10/2022,0.0,9532.0,53225.0,1985-04-26,silver,"9,500 - 9,749",False,13 - 18,0 - 499,0 - 499,37.0,30-39,18-22
in_1MLy0eHfRoBp5g8K91oXCIRb,8709565239,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,1159.0,-12.0,False,1,17,220930201.0,12,1159.0,25/04/2022,0.0,9949.0,50937.0,1988-09-25,platinum,"9,750 - 10000",False,7 - 12,"1,000 - 1,499","1,000 - 1,499",34.0,30-39,18-22
in_1MLy0eHfRoBp5g8KxXLOqlC8,9527240043,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,1178.0,-12.0,False,1,17,261259701.0,6,1178.0,19/07/2022,0.0,,50933.0,1975-07-16,platinum,,False,0 - 6,"1,000 - 1,499","1,000 - 1,499",47.0,40-49,18-22
in_1MLy0eHfRoBp5g8KzK2FOkEh,8845633926,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,339.0,-12.0,False,1,17,227959451.0,12,339.0,09/05/2022,0.0,9654.0,61169.0,1986-03-22,silver,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,36.0,30-39,18-22
in_1MLy0fHfRoBp5g8KzpykulV2,8867147625,monthly,2023-01-03,2023-01-17,2023-03-08,paid,successfull,849.0,50.0,True,1,17,226307251.0,12,849.0,10/05/2022,0.0,,44869.0,1982-05-26,gold,,False,7 - 12,500 - 999,500 - 999,40.0,40-49,18-22
in_1MLy0gHfRoBp5g8KoEx4wFAf,10555006113,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,909.0,-12.0,False,1,17,310038501.0,6,909.0,13/10/2022,0.0,9757.0,53359.0,1975-09-01,platinum,"9,750 - 10000",False,0 - 6,500 - 999,500 - 999,47.0,40-49,18-22
in_1MLy0kHfRoBp5g8KlVui9PGj,10194882993,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,1339.76,-12.0,False,1,17,2266051.0,12,1118.4,15/09/2022,0.0,,80799.0,1962-07-30,platinum,,False,7 - 12,"1,000 - 1,499","1,000 - 1,499",60.0,60-69,18-22
in_1MLy0nHfRoBp5g8KEg9rPBWW,10553238603,monthly,2023-01-03,2023-01-17,2023-01-05,paid,,664.05,-12.0,False,1,17,242120301.0,12,665.8,17/10/2022,0.0,,27570.0,1995-01-06,gold,,False,7 - 12,500 - 999,500 - 999,27.0,20-29,18-22
in_1MM6vQDOkQuZ6Q4M6zqSn1RX,9987756120,final,2023-01-03,2023-02-02,2023-01-24,paid,,106.08,-9.0,False,1,2,270783851.0,1,1029.0,30/08/2022,0.0,,,1971-03-05,,,False,0 - 6,"1,000 - 1,499",0 - 499,51.0,50-59,3-7
in_1MMATMDOkQuZ6Q4M3tV405wW,7992013491,monthly,2023-01-03,2023-01-17,2023-01-06,paid,,422.88,-11.0,False,1,17,105219201.0,13,417.05,22/02/2022,0.0,9685.0,14612.0,1969-04-19,gold,"9,500 - 9,749",False,13 - 18,0 - 499,0 - 499,53.0,50-59,18-22
in_1MMAWYHfRoBp5g8K6vTl3Fo8,7991633466,monthly,2023-01-03,2023-01-17,2023-01-06,paid,,428.0,-11.0,False,1,17,151617001.0,12,428.0,22/02/2022,0.0,9930.0,40477.0,1972-05-31,platinum,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,50.0,50-59,18-22
in_1MMBTMHfRoBp5g8Km7zHVcx3,7931931219,monthly,2023-01-03,2023-01-17,2023-01-06,paid,,410.66,-11.0,False,1,17,179153551.0,12,399.0,17/02/2022,0.0,,,1972-08-22,silver,,False,7 - 12,0 - 499,0 - 499,50.0,50-59,18-22
in_1MMC0fHfRoBp5g8KS0htoBxv,10603574541,monthly,2023-01-03,2023-01-17,2023-01-06,paid,,454.1,-11.0,False,1,17,7674901.0,12,454.1,18/10/2022,0.0,9904.0,95213.0,1967-04-27,gold,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,55.0,50-59,18-22
in_1MMCtADOkQuZ6Q4MtUOV4QvI,7157681802,monthly,2023-01-03,2023-01-17,2023-01-06,paid,,204.83,-11.0,False,1,17,131642501.0,12,348.0,06/12/2021,0.0,9562.0,67067.0,1996-04-15,silver,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,26.0,20-29,18-22
in_1MMDUlDOkQuZ6Q4MApQRUegx,7440476706,monthly,2023-01-03,2023-01-17,2023-01-06,paid,,489.0,-11.0,False,1,17,163558501.0,13,489.0,12/01/2022,0.0,9471.0,60388.0,1987-03-25,gold,"9,250 - 9,499",False,13 - 18,0 - 499,0 - 499,35.0,30-39,18-22
in_1MMDcPHfRoBp5g8KFqqvwvje,11377355121,monthly,2023-01-03,2023-01-17,2023-01-03,paid,,728.0,-14.0,False,1,17,352015751.0,6,728.0,17/12/2022,0.0,9915.0,58553.0,1980-10-31,gold,"9,750 - 10000",False,0 - 6,500 - 999,500 - 999,42.0,40-49,18-22
in_1MMEIVDOkQuZ6Q4MkZo724VB,7508956797,monthly,2023-01-03,2023-01-17,2023-01-06,paid,,439.0,-11.0,False,1,17,165262551.0,13,439.0,13/01/2022,0.0,,,1967-07-14,silver,,False,13 - 18,0 - 499,0 - 499,55.0,50-59,18-22
in_1MMEYVHfRoBp5g8KpH56C2Of,10798644636,monthly,2023-01-03,2023-01-17,2023-01-06,paid,,699.0,-11.0,False,1,17,324964801.0,12,699.0,08/11/2022,0.0,9754.0,73614.0,1996-11-24,gold,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,26.0,20-29,18-22
in_1MMHc5HfRoBp5g8KfeOaJ4Ob,10880992008,monthly,2023-01-03,2023-01-17,2023-01-06,paid,,399.0,-11.0,False,1,17,314161901.0,12,399.0,11/11/2022,0.0,,42551.0,1992-11-17,gold,,False,7 - 12,0 - 499,0 - 499,30.0,30-39,18-22
in_1MMJXpHfRoBp5g8Ki6jXve5o,7441311870,monthly,2023-01-04,2023-01-18,2023-01-06,paid,,279.0,-12.0,False,1,18,163536601.0,12,279.0,07/01/2022,0.0,9923.0,25548.0,1994-11-27,silver,"9,750 - 10000",False,7 - 12,0 - 499,0 - 499,28.0,20-29,18-22
in_1MMKRZHfRoBp5g8KaWLtIIbD,9199895580,monthly,2023-01-04,2023-01-18,2023-01-06,paid,,550.05,-12.0,False,1,18,159525051.0,12,550.05,15/06/2022,0.0,9496.0,80805.0,1989-06-03,gold,"9,250 - 9,499",False,7 - 12,500 - 999,500 - 999,33.0,30-39,18-22
in_1MMKRdHfRoBp5g8K2Fom2rPa,9552233250,monthly,2023-01-04,2023-01-18,2023-01-06,paid,,369.0,-12.0,False,1,18,258021901.0,12,369.0,21/07/2022,0.0,8503.0,92334.0,1966-04-06,gold,"8,500 - 8,999",False,7 - 12,0 - 499,0 - 499,56.0,50-59,18-22
in_1MMKRfHfRoBp5g8K8MejHQBW,8712155763,monthly,2023-01-04,2023-01-18,2023-01-06,paid,,388.55,-12.0,False,1,18,112665901.0,12,388.55,25/04/2022,0.0,9707.0,,1978-08-06,platinum,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,44.0,40-49,18-22
in_1MMKRiHfRoBp5g8K8aMgHmP2,9152912385,monthly,2023-01-04,2023-01-18,2023-01-06,paid,,635.55,-12.0,False,1,18,72226651.0,12,635.55,10/06/2022,0.0,9587.0,81737.0,1987-11-10,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,35.0,30-39,18-22
in_1MMKS2HfRoBp5g8KT77CQ95w,10539250533,monthly,2023-01-04,2023-01-18,2023-01-06,paid,,1063.83,-12.0,False,1,18,308953101.0,6,1058.0,12/10/2022,0.0,9505.0,44309.0,1983-04-28,platinum,"9,500 - 9,749",False,0 - 6,"1,000 - 1,499","1,000 - 1,499",39.0,30-39,18-22
in_1MMTQIDOkQuZ6Q4MWwvXKKBt,7157988162,monthly,2023-01-04,2023-01-18,2023-01-04,paid,,428.0,-14.0,False,1,18,156933651.0,13,428.0,06/12/2021,0.0,9939.0,45145.0,1971-06-05,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,51.0,50-59,18-22
in_1MMVPeDOkQuZ6Q4M7jlAmm50,7221103911,monthly,2023-01-04,2023-01-18,2023-01-10,paid,,559.0,-8.0,False,1,18,36596951.0,13,559.0,11/12/2021,0.0,9495.0,42113.0,1997-07-12,silver,"9,250 - 9,499",False,13 - 18,500 - 999,500 - 999,25.0,20-29,18-22
in_1MMWn0DOkQuZ6Q4MsaVG8am0,8093305170,monthly,2023-01-04,2023-01-18,2023-01-09,paid,,464.55,-9.0,False,1,18,42185151.0,13,464.55,02/03/2022,0.0,9925.0,53113.0,1977-08-30,silver,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,45.0,40-49,18-22
in_1MMYUJHfRoBp5g8KhmMl1wW0,11410045101,monthly,2023-01-04,2023-01-18,2023-01-10,paid,,488.0,-8.0,False,1,18,352087301.0,9,488.0,20/12/2022,0.0,9677.0,56295.0,1993-05-23,gold,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,29.0,20-29,18-22
in_1MMYz1DOkQuZ6Q4MHro9Ejqo,6989890392,monthly,2023-01-04,2023-01-18,2023-01-10,paid,,359.1,-8.0,False,1,18,26807601.0,13,359.1,23/11/2021,0.0,8951.0,,1966-03-14,platinum,"8,500 - 8,999",False,13 - 18,0 - 499,0 - 499,56.0,50-59,18-22
in_1MMZegHfRoBp5g8Kxe8RVRA9,8015789592,monthly,2023-01-04,2023-01-18,2023-01-10,paid,,624.83,-8.0,False,1,18,185115651.0,24,619.0,24/02/2022,0.0,9683.0,1069.0,1997-07-24,platinum,"9,500 - 9,749",False,19 - 24,500 - 999,500 - 999,25.0,20-29,18-22
in_1MMaDAHfRoBp5g8K3FpneY7n,7527266676,monthly,2023-01-04,2023-01-18,2023-01-09,paid,,369.0,-9.0,False,1,18,164536501.0,12,369.0,14/01/2022,0.0,9196.0,87527.0,1961-01-28,gold,"9,000 - 9,249",False,7 - 12,0 - 499,0 - 499,61.0,60-69,18-22
in_1MMaGVHfRoBp5g8KkOdLj2kL,7066310823,monthly,2023-01-04,2023-01-18,2023-01-09,paid,,199.0,-9.0,False,1,18,150489251.0,12,329.0,02/12/2021,0.0,8884.0,58089.0,1985-01-12,,"8,500 - 8,999",False,7 - 12,0 - 499,0 - 499,37.0,30-39,18-22
in_1MMageDOkQuZ6Q4MeZ8CFrNI,8002462527,monthly,2023-01-04,2023-01-18,2023-01-10,paid,,419.0,-8.0,False,1,18,184649651.0,12,419.0,23/02/2022,0.0,,85630.0,1976-04-07,gold,,False,7 - 12,0 - 499,0 - 499,46.0,40-49,18-22
in_1MMb2aHfRoBp5g8KUyWg9a1c,11410200126,monthly,2023-01-04,2023-01-18,2023-01-10,paid,,967.1,-8.0,False,1,18,192199051.0,12,967.1,21/12/2022,0.0,9654.0,6766.0,1972-07-07,platinum,"9,500 - 9,749",False,7 - 12,500 - 999,500 - 999,50.0,50-59,18-22
in_1MMbudDOkQuZ6Q4MoRleShiY,7253945001,monthly,2023-01-04,2023-01-18,2023-01-10,paid,,379.0,-8.0,False,1,18,158902401.0,13,379.0,15/12/2021,0.0,8849.0,53123.0,1999-07-07,silver,"8,500 - 8,999",False,13 - 18,0 - 499,0 - 499,23.0,20-29,18-22
in_1MMeG1HfRoBp5g8KnC7Bf6s0,7355469240,monthly,2023-01-04,2023-01-18,2023-01-04,paid,,350.55,-14.0,False,1,18,33332501.0,12,350.55,28/12/2021,0.0,9709.0,16727.0,1986-05-22,silver,"9,500 - 9,749",False,7 - 12,0 - 499,0 - 499,36.0,30-39,18-22
in_1MMfz8HfRoBp5g8KkcVArAMs,10911180456,monthly,2023-01-05,2023-01-19,2023-01-10,paid,,898.0,-9.0,False,1,19,331363001.0,12,898.0,12/11/2022,0.0,9980.0,41063.0,1966-03-15,platinum,"9,750 - 10000",False,7 - 12,500 - 999,500 - 999,56.0,50-59,18-22
in_1MMgszDOkQuZ6Q4MSAn2qDQ8,10100287395,monthly,2023-01-05,2023-01-19,2023-01-10,paid,,915.93,-9.0,False,1,19,207898601.0,18,958.0,07/09/2022,0.0,,70771.0,1964-06-17,platinum,,False,13 - 18,500 - 999,500 - 999,58.0,50-59,18-22
in_1MMgszDOkQuZ6Q4Md7LeDa4h,8540727732,monthly,2023-01-05,2023-01-19,2023-01-10,paid,,648.0,-9.0,False,1,19,209600451.0,13,648.0,07/04/2022,0.0,9199.0,97204.0,1986-03-11,gold,"9,000 - 9,249",False,13 - 18,500 - 999,500 - 999,36.0,30-39,18-22
in_1MMgt0DOkQuZ6Q4MHY4uBQhs,10895994657,monthly,2023-01-05,2023-01-19,2023-01-10,paid,,699.0,-9.0,False,1,19,315183351.0,12,1048.0,15/11/2022,0.0,,,1986-06-18,platinum,,False,7 - 12,"1,000 - 1,499",500 - 999,36.0,30-39,18-22
in_1MMgt0DOkQuZ6Q4MQ0Pzt3r3,10128094632,monthly,2023-01-05,2023-01-19,2023-01-09,paid,,475.2,-10.0,False,1,19,15764551.0,13,475.2,09/09/2022,0.0,9755.0,1445.0,1984-04-26,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,38.0,30-39,18-22
in_1MMgt0DOkQuZ6Q4MjDHJdYHz,9905773896,monthly,2023-01-05,2023-01-19,2023-01-10,paid,,873.83,-9.0,False,1,19,281895251.0,6,868.0,23/08/2022,0.0,,,1968-03-25,gold,,False,0 - 6,500 - 999,500 - 999,54.0,50-59,18-22
in_1MMgt0DOkQuZ6Q4Mp6apFzDv,10854718740,monthly,2023-01-05,2023-01-19,2023-01-05,paid,,584.38,-14.0,False,1,19,68881901.0,12,578.55,08/11/2022,0.0,8680.0,90443.0,1988-06-17,gold,"8,500 - 8,999",False,7 - 12,500 - 999,500 - 999,34.0,30-39,18-22
in_1MMgt3DOkQuZ6Q4MkG4TZDHD,10721192508,monthly,2023-01-05,2023-01-19,2023-01-10,paid,,458.0,-9.0,False,1,19,320375751.0,13,458.0,28/10/2022,0.0,9758.0,74597.0,1961-01-24,gold,"9,750 - 10000",False,13 - 18,0 - 499,0 - 499,61.0,60-69,18-22
in_1MMgt7DOkQuZ6Q4MvMj9wPkc,10685455659,monthly,2023-01-05,2023-01-19,2023-01-10,paid,,399.0,-9.0,False,1,19,318685451.0,13,399.0,26/10/2022,0.0,,,1975-05-04,gold,,False,13 - 18,0 - 499,0 - 499,47.0,40-49,18-22
in_1MMguqHfRoBp5g8KCHy35cqw,9470594223,monthly,2023-01-05,2023-01-19,2023-01-10,paid,,466.71,-9.0,False,1,19,62484051.0,6,455.05,12/07/2022,0.0,9734.0,24118.0,1996-09-12,gold,"9,500 - 9,749",False,0 - 6,0 - 499,0 - 499,26.0,20-29,18-22
in_1MMguqHfRoBp5g8KhgZLxLq0,9481519287,monthly,2023-01-05,2023-01-19,2023-01-10,paid,,479.0,-9.0,False,1,19,254280251.0,6,479.0,13/07/2022,0.0,9342.0,69118.0,1985-10-25,gold,"9,250 - 9,499",False,0 - 6,0 - 499,0 - 499,37.0,30-39,18-22
